City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,sogamoso,5.7143,-72.9339,13.3,89,77,2.09,CO,1702249773
363,khonsa,27.0167,95.5667,11.03,93,1,1.56,IN,1702249773
364,tocopilla,-22.092,-70.1979,20.39,62,76,0.97,CL,1702249774
365,prince rupert,54.3161,-130.3201,6.05,75,40,4.63,CA,1702249700
366,soure,-0.7167,-48.5233,27.38,79,69,5.86,BR,1702249774
367,yarmouth,41.7057,-70.2286,15.36,96,100,5.66,US,1702249760
368,odienne,9.51,-7.5692,23.84,22,85,0.86,CI,1702249774
369,soio,-6.1349,12.3689,27.07,77,99,3.87,AO,1702249774
370,san pedro,14.35,121.0167,26.84,84,20,2.06,PH,1702249774
371,fisterra,42.9049,-9.2629,18.19,86,100,10.64,ES,1702249774
372,namdrik,5.5994,168.1028,27.72,82,34,5.41,MH,1702249775
373,calvinia,-31.4707,19.776,16.79,33,0,3.62,ZA,1702249775
374,hilo,19.7297,-155.09,26.25,93,100,3.09,US,1702249556
375,kerikeri,-35.2268,173.9474,22.17,75,85,0.89,NZ,1702249775
376,selibaby,15.159,-12.1829,25.52,16,5,4.81,MR,1702249775
377,khanty-mansiysk,61.0042,69.0019,-40.94,66,20,1.0,RU,1702249775
378,hithadhoo,-0.6,73.0833,27.66,75,99,2.34,MV,1702249776
379,mount pearl,47.5166,-52.7813,-1.14,90,45,1.96,CA,1702249776
380,porto murtinho,-21.6989,-57.8825,23.39,95,100,1.54,BR,1702249777
381,xinyuan,37.3,99.0,-9.89,61,92,2.04,CN,1702249777
382,grand gaube,-20.0064,57.6608,25.77,83,94,0.89,MU,1702249777
383,leava,-14.3,-178.1667,27.95,74,72,8.04,WF,1702249777
384,itaituba,-4.2761,-55.9836,23.57,94,100,0.36,BR,1702249777
385,taoudenni,22.6783,-3.9836,18.75,23,100,7.95,ML,1702249777
386,freeport,40.6576,-73.5832,15.63,92,100,11.83,US,1702249774
387,jiuquan,39.7432,98.5174,-2.32,40,100,3.52,CN,1702249778
388,vilhena,-12.7406,-60.1458,21.08,87,100,1.44,BR,1702249731
389,saudarkrokur,65.7461,-19.6394,-5.75,86,61,4.77,IS,1702249778
390,mana,5.6592,-53.7767,25.77,89,36,3.7,GF,1702249778
391,brattleboro,42.8509,-72.5579,14.61,94,100,0.89,US,1702249778
392,macclenny,30.2822,-82.1221,18.12,97,100,0.45,US,1702249622
393,hammerfest,70.6634,23.6821,-4.75,68,75,3.6,NO,1702249778
394,campoverde,-8.4753,-74.8058,29.83,70,96,1.23,PE,1702249778
395,vilkaviskis,54.6517,23.0322,-1.43,95,100,5.46,LT,1702249779
396,naze,28.3667,129.4833,21.27,83,52,6.86,JP,1702249779
397,luanda,-8.8368,13.2343,26.68,83,99,5.23,AO,1702249710
398,saint-pierre,-21.3393,55.4781,24.82,73,20,1.54,RE,1702249779
399,altpinar,39.2042,32.7478,4.07,85,39,1.96,TR,1702249779
400,punta arenas,-53.15,-70.9167,9.06,57,20,4.63,CL,1702249779
401,newman,37.3138,-121.0208,17.13,53,100,1.79,US,1702249779
402,tanjung pinang,0.9167,104.45,26.4,84,87,3.01,ID,1702249780
403,dom pedrito,-30.9828,-54.6731,19.84,84,1,4.93,BR,1702249780
404,vila velha,-20.3297,-40.2925,24.97,82,75,2.57,BR,1702249780
405,kiunga,-6.1219,141.2906,23.05,98,100,1.05,PG,1702249780
406,bagua grande,-5.7561,-78.4411,29.38,66,37,1.87,PE,1702249780
407,sheoganj,25.15,73.0667,15.11,38,0,1.04,IN,1702249780
408,djamaa,33.5339,5.9931,15.14,39,1,4.24,DZ,1702249780
409,jayapura,-2.5333,140.7,28.66,81,94,1.88,ID,1702249781
410,salym,60.0625,71.4789,-31.65,98,9,2.03,RU,1702249781
411,lagoa,39.05,-27.9833,16.47,76,88,11.36,PT,1702249781
412,tofol,5.3248,163.0078,28.88,74,75,4.12,FM,1702249781
413,sao vicente,-23.9631,-46.3919,24.59,49,100,3.58,BR,1702249781
414,pueblo,38.2545,-104.6091,14.42,38,0,3.09,US,1702249488
415,cu chi,10.9667,106.4667,25.01,85,100,2.36,VN,1702249782
416,bamusso,4.4591,8.9027,26.56,82,88,1.27,CM,1702249521
417,howrah,22.5892,88.3103,16.0,88,0,0.0,IN,1702249782
418,as samawah,31.332,45.2944,19.76,41,100,2.78,IQ,1702249782
419,puerto vallarta,20.6204,-105.2307,27.17,80,75,3.6,MX,1702249780
420,prosser,46.2068,-119.7689,7.05,86,81,0.52,US,1702249782
421,ometepec,16.6833,-98.4167,28.88,57,85,2.6,MX,1702249782
422,zheshart,62.0731,49.5733,-22.0,95,100,2.97,RU,1702249783
423,rikaze,29.25,88.8833,-2.63,40,0,2.0,CN,1702249783
424,tagbilaran city,9.65,123.85,26.56,83,88,5.07,PH,1702249783
425,fort st. john,56.2499,-120.8529,-3.42,77,98,1.65,CA,1702249661
426,tomakomai,42.6369,141.6033,-2.68,68,75,1.54,JP,1702249650
427,ancud,-41.8697,-73.8203,14.3,78,94,3.42,CL,1702249784
428,sokhumi,43.0033,41.0153,10.59,80,73,0.71,GE,1702249784
429,ende,-8.8432,121.6623,27.86,79,74,2.17,ID,1702249784
430,rongelap,11.1635,166.8941,27.38,78,99,9.32,MH,1702249784
431,koutiala,12.3917,-5.4642,24.98,11,29,3.66,ML,1702249749
432,lorengau,-2.0226,147.2712,28.09,82,99,6.21,PG,1702249784
433,kapa'a,22.0752,-159.319,27.28,75,20,4.12,US,1702249784
434,weno,7.4515,151.8468,28.97,79,100,3.6,FM,1702249785
435,qashar,53.3906,62.9297,-27.12,95,91,4.86,KZ,1702249785
436,shingu,33.7333,135.9833,14.13,74,93,1.78,JP,1702249785
437,susuman,62.7833,148.1667,-22.23,99,96,2.68,RU,1702249785
438,iskateley,67.6803,53.1512,-22.77,91,99,4.92,RU,1702249785
439,weiser,44.251,-116.9693,4.37,87,100,0.45,US,1702249785
440,colipapa,9.4726,122.5616,25.93,83,96,2.59,PH,1702249785
441,cuamba,-14.8031,36.5372,24.25,67,64,2.02,MZ,1702249786
442,lerwick,60.1545,-1.1494,7.0,71,100,7.48,GB,1702249786
443,leh,34.1667,77.5833,-9.3,38,83,1.69,IN,1702249786
444,chachapoyas,-6.2317,-77.869,15.2,94,80,1.36,PE,1702249786
445,bari sadri,24.4167,74.4667,15.02,57,0,1.26,IN,1702249786
446,caiaponia,-16.9567,-51.8103,24.74,65,94,1.59,BR,1702249786
447,mahavelona,-17.6848,49.5087,22.99,93,12,1.56,MG,1702249786
448,pangai,-19.8,-174.35,25.88,64,16,6.34,TO,1702249787
449,cooper's town,26.8667,-77.5167,24.77,85,36,9.44,BS,1702249787
450,midvagur,62.0511,-7.1939,7.46,87,100,4.12,FO,1702249787
451,barlinek,52.9946,15.2186,5.04,91,100,5.1,PL,1702249787
452,cadillac,44.2519,-85.4012,-1.23,93,100,3.09,US,1702249787
453,amga,60.8953,131.9608,-27.6,91,100,3.93,RU,1702249787
454,juneau,58.3019,-134.4197,1.0,95,100,3.09,US,1702249562
455,manggar,-2.8833,108.2667,25.95,84,79,0.98,ID,1702249788
456,tangalle,6.024,80.7911,24.19,92,100,1.73,LK,1702249788
457,gizo,-8.103,156.8419,28.23,70,80,1.89,SB,1702249788
458,kebili,33.7044,8.969,13.05,50,0,4.3,TN,1702249788
459,osmaneli,40.3572,30.0142,5.79,78,95,0.96,TR,1702249788
460,lansing,42.7325,-84.5555,2.21,83,100,4.63,US,1702249788
461,paita,-5.0892,-81.1144,22.23,76,7,7.4,PE,1702249788
462,vernon,50.2581,-119.2691,4.78,86,100,0.51,CA,1702249789
463,san juan,-31.5375,-68.5364,31.75,22,24,11.8,AR,1702249789
464,ust'-ilimsk,58.0006,102.6619,-35.31,100,33,0.45,RU,1702249789
465,zyryanskoye,56.8306,86.6258,-31.12,98,28,2.86,RU,1702249789
466,sola,-13.8833,167.55,26.4,77,100,9.49,VU,1702249789
467,san-pedro,4.7485,-6.6363,26.61,82,17,2.95,CI,1702249789
468,callao,-12.0667,-77.15,21.16,73,75,5.66,PE,1702249553
469,cantley,53.5,-1.05,10.42,89,88,7.73,GB,1702249790
470,chivacoa,10.1603,-68.895,23.46,95,33,2.35,VE,1702249790
471,koryazhma,61.3143,47.1691,-20.61,86,100,4.08,RU,1702249790
472,urangan,-25.3,152.9,24.94,66,73,7.97,AU,1702249790
473,nuku'alofa,-21.1333,-175.2,28.19,61,40,3.6,TO,1702249790
474,as sulayyil,20.4607,45.5779,14.14,27,61,2.24,SA,1702249790
475,alagapuram,11.8871,78.9176,22.47,94,83,2.2,IN,1702249790
476,kapuskasing,49.4169,-82.4331,-7.9,89,100,3.26,CA,1702249791
477,de aar,-30.6497,24.0123,13.13,68,3,8.11,ZA,1702249791
478,kirkland lake,48.1446,-80.0377,-3.99,85,100,3.3,CA,1702249791
479,shiyan,32.6475,110.7781,3.06,96,100,1.16,CN,1702249791
480,lazaro cardenas,17.9583,-102.2,27.91,66,100,1.53,MX,1702249791
481,coahuayana de hidalgo,18.7,-103.6583,28.07,65,100,0.44,MX,1702249791
482,benghazi,32.1167,20.0667,17.83,69,50,7.3,LY,1702249791
483,lianzhou,24.7811,112.3825,20.85,95,87,1.24,CN,1702249792
484,bahia honda,22.9036,-83.1592,25.49,76,49,0.8,CU,1702249792
485,tucuma,-0.1833,-50.05,26.51,82,40,4.05,BR,1702249792
486,tamandare,-8.7597,-35.1047,25.95,75,49,4.17,BR,1702249792
487,sunne,59.8376,13.143,-0.82,95,100,3.8,SE,1702249792
488,bonthe,7.5264,-12.505,26.86,80,48,3.12,SL,1702249793
489,lompoc,34.6391,-120.4579,22.1,54,0,2.57,US,1702249793
490,touros,-5.1989,-35.4608,26.32,70,43,5.32,BR,1702249653
491,krasnovishersk,60.4078,57.082,-31.14,99,19,0.91,RU,1702249793
492,bichura,50.5881,107.6022,-26.89,97,20,0.66,RU,1702249793
493,ta`u,-14.2336,-169.5144,25.06,92,100,8.5,AS,1702249794
494,phek,25.6667,94.5,5.22,99,28,0.62,IN,1702249794
495,dryden,49.7833,-92.7503,-5.84,86,100,2.57,CA,1702249663
496,maua,-23.6678,-46.4614,20.56,90,100,1.9,BR,1702249794
497,la tuque,47.4334,-72.7824,1.85,100,100,1.65,CA,1702249685
498,taseyevo,57.2169,94.8978,-33.14,100,20,0.45,RU,1702249794
499,nishinoomote,30.7333,131.0,19.55,85,100,10.55,JP,1702249794
500,brookings,44.3114,-96.7984,-1.61,80,0,0.0,US,1702249695
501,kochubey,44.3861,46.5825,2.22,87,100,4.35,RU,1702249795
502,aykhal,66.0,111.5,-28.36,99,100,2.18,RU,1702249795
503,ciudad lazaro cardenas,17.9583,-102.2,27.91,66,100,1.53,MX,1702249786
504,berezovyy,51.6667,135.7,-24.18,65,12,3.47,RU,1702249795
505,dhuusamarreeb,5.535,46.3861,24.76,76,4,5.99,SO,1702249795
506,ebon,4.582,168.6964,27.67,82,16,4.33,MH,1702249795
507,ryazan',55.6744,36.6697,-8.68,95,100,3.48,RU,1702249795
508,filadelfia,39.9523,-75.1638,17.31,95,100,5.66,US,1702249612
509,argo,37.6333,22.7333,10.44,93,100,1.58,GR,1702249796
510,ayacucho,-13.1583,-74.2239,18.67,59,88,2.47,PE,1702249796
511,kitee,62.1,30.15,-8.22,95,99,2.76,FI,1702249796
512,cidreira,-30.1811,-50.2056,19.96,94,97,7.62,BR,1702249796
513,xinqing,48.2333,129.5,-27.2,95,7,2.12,CN,1702249796
514,chemmumiahpet,15.8979,79.3213,19.56,78,57,0.61,IN,1702249796
515,amahai,-3.3333,128.9167,27.99,74,91,1.72,ID,1702249796
516,adis zemen,12.1167,37.7833,14.98,53,7,0.59,ET,1702249797
517,hellertown,40.5795,-75.3407,16.41,95,100,4.12,US,1702249797
518,mrakovo,52.7161,56.6244,-24.45,95,5,1.31,RU,1702249797
519,pestravka,52.405,49.9583,-17.22,90,78,4.29,RU,1702249797
520,poronaysk,49.2167,143.1167,-15.83,78,27,4.35,RU,1702249797
521,qamdo,31.1667,97.2333,-10.18,71,7,2.18,CN,1702249797
522,ghazni,33.5536,68.4269,-0.23,34,47,0.33,AF,1702249797
523,ostersund,63.1792,14.6357,-3.75,86,100,5.66,SE,1702249797
524,amursk,50.2261,136.8994,-21.68,85,23,4.49,RU,1702249798
525,north bend,43.4065,-124.2243,12.92,100,100,2.57,US,1702249798
526,kudymkar,59.0173,54.656,-35.6,100,67,1.13,RU,1702249798
527,tazacorte,28.629,-17.9293,21.75,42,0,4.02,ES,1702249798
528,simpang,-1.2667,104.0833,23.6,98,83,1.05,ID,1702249798
529,plastun,44.7561,136.2939,-16.34,53,0,3.06,RU,1702249798
530,nacala,-14.5428,40.6728,26.91,84,36,3.46,MZ,1702249798
531,zdvinsk,54.7021,78.661,-29.64,98,90,3.14,RU,1702249799
532,vorkuta,67.5,64.0,-24.62,100,100,3.16,RU,1702249799
533,basco,20.4487,121.9702,26.62,80,27,8.03,PH,1702249799
534,aasiaat,68.7098,-52.8699,-4.74,95,100,7.01,GL,1702249799
535,cabedelo,-6.9811,-34.8339,27.37,72,37,3.17,BR,1702249799
536,arenapolis,-14.4503,-56.8461,25.9,77,99,1.77,BR,1702249799
537,petrila,45.45,23.4167,-0.37,94,96,0.92,RO,1702249800
538,oranjemund,-28.55,16.4333,16.07,92,0,4.02,NA,1702249800
539,bamboo flat,11.7,92.7167,25.05,94,20,1.03,IN,1702249800
540,mont-laurier,46.5501,-75.4993,-2.03,98,90,0.89,CA,1702249800
541,lotoshino,56.2267,35.6414,-9.68,93,100,4.35,RU,1702249801
542,gudur,14.1333,79.85,23.0,84,38,2.15,IN,1702249801
543,lubango,-14.9172,13.4925,17.99,82,97,1.35,AO,1702249801
544,roma,43.2128,-75.4557,5.84,96,100,2.57,US,1702249564
545,hami,42.8,93.45,-2.65,71,41,1.63,CN,1702249803
546,santa cruz,-17.8,-63.1667,27.7,69,75,7.2,BO,1702249803
547,delijan,33.9905,50.6838,10.67,37,100,1.65,IR,1702249804
548,bullsbrook,-31.6667,116.0,19.94,48,0,6.17,AU,1702249804
549,reyes,-14.3167,-67.3833,29.05,64,82,0.79,BO,1702249804
550,rethymno,35.3647,24.4714,12.79,79,94,2.72,GR,1702249804
551,pauini,-7.7136,-66.9764,26.28,83,94,1.48,BR,1702249718
552,aswan,24.0934,32.907,21.79,59,63,3.99,EG,1702249805
553,shizunai-furukawacho,42.3339,142.3669,-0.75,61,56,9.33,JP,1702249806
554,rio san juan,19.6439,-70.0763,25.09,77,37,7.01,DO,1702249806
555,itarantim,-15.6597,-40.0656,23.7,74,65,3.33,BR,1702249806
556,pont rouge,48.8833,-72.0825,2.21,91,100,3.27,CA,1702249806
557,el dorado,38.7666,-120.5177,14.65,65,100,0.45,US,1702249807
558,freistadt,48.511,14.5045,4.36,96,71,2.01,AT,1702249807
559,barcelos,41.5388,-8.6151,17.08,92,100,3.38,PT,1702249807
560,isla del bosque,22.7333,-105.85,26.79,48,0,3.79,MX,1702249807
561,shenjiamen,29.9576,122.298,15.0,96,58,3.93,CN,1702249808
562,chernyshevskiy,63.0128,112.4714,-30.96,99,100,1.27,RU,1702249809
563,nuevo baztan,40.3673,-3.2413,10.6,100,67,1.99,ES,1702249809
564,aripuana,-9.1667,-60.6333,24.84,87,97,0.86,BR,1702249809
565,laurel,39.0993,-76.8483,16.03,96,100,2.06,US,1702249809
566,morehead city,34.7229,-76.726,20.03,87,100,7.2,US,1702249550
567,staryye ozinki,51.1786,49.6769,-12.24,64,63,5.75,RU,1702249809
568,nadym,65.5333,72.5167,-31.33,95,75,3.75,RU,1702249810
569,ciudad general teran,25.2667,-99.6833,15.88,31,0,2.56,MX,1702249810
570,mogoytuy,51.2833,114.9167,-30.74,98,5,1.0,RU,1702249810
571,golpazari,40.2847,30.3172,6.42,76,97,1.12,TR,1702249810
572,emerald,-23.5333,148.1667,26.3,54,58,7.37,AU,1702249811
573,westport,41.1415,-73.3579,15.31,92,100,7.72,US,1702249811
574,bridgewater,44.3835,-64.5155,5.93,98,100,2.38,CA,1702249811
575,manado,1.487,124.8455,26.43,89,20,0.51,ID,1702249811
